,新车销售店名,车架号,推送日期,是否有效客户,其它施工项目,三方返还佣金,赠送装饰,赠送装饰_有值,返佣
655,上元坤灵,LGXFF4CD0S0808756,2025-10-18,有效,,400.0,,False,400.0
656,上元坤灵,LGXFH4CB4S0822510,2025-10-18,有效,,400.0,,False,400.0
657,上元坤灵,LC0FD1C43S5290863,2025-10-18,有效,,800.0,,False,800.0
658,上元坤灵,LC0FD4C43S7113140,2025-10-19,有效,,800.0,,False,800.0
659,上元坤灵,LC0F74C40S7114656,2025-10-19,有效,,800.0,,False,800.0
660,上元坤灵,LC0FD4C4XS7111885,2025-10-19,有效,,800.0,,False,800.0
661,上元坤灵,LC0FD1C42S5175493,2025-10-19,有效,软包,800.0,,False,800.0
662,上元坤灵,LC0FD4C44S7111851,2025-10-19,有效,,800.0,,False,800.0
663,上元坤灵,LC0FD4C49S7101137,2025-10-19,有效,软包,800.0,,False,800.0
664,上元坤灵,LC0FD1C48S5284444,2025-10-19,有效,,800.0,,False,800.0
665,上元坤灵,LC0FD4C43S7110805,2025-10-19,有效,,800.0,,False,800.0
666,上元坤灵,LC0F74C47S7098925,2025-10-19,有效,,800.0,,False,800.0
667,上元坤灵,LC0FD4C40S7108963,2025-10-19,有效,,800.0,,False,800.0
668,上元坤灵,LC0FD1C40S5355619,2025-10-19,有效,,800.0,,False,800.0
669,上元坤灵,LC0F74C43S7108768,2025-10-19,有效,车衣,800.0,,False,800.0
670,上元坤灵,LC0FD4C49S7093511,2025-10-19,有效,,800.0,,False,800.0
671,上元坤灵,LC0F74C41S7103925,2025-10-21,有效,,800.0,,False,800.0
672,上元坤灵,LC0FD4C44S7115706,2025-10-21,有效,,800.0,,False,800.0
673,上元坤灵,LGXFH4CB4S0822605,2025-10-22,有效,软包,400.0,,False,400.0
674,上元坤灵,LGXFH4CB8S0796610,2025-10-22,有效,软包,400.0,,False,400.0
675,上元坤灵,LC0FD4C49S7117760,2025-10-22,有效,软包,800.0,,False,800.0
676,上元坤灵,LC0FD4C49S7117144,2025-10-23,有效,,800.0,,False,800.0
677,上元坤灵,LC0FD1C45S5350819,2025-10-24,有效,,800.0,,False,800.0
678,上元坤灵,LC0FD4C45S7116833,2025-10-24,有效,软包,800.0,,False,800.0
679,上元坤灵,LC0FD4C47S7116798,2025-10-24,有效,,800.0,,False,800.0
680,上元坤灵,LGXFF4CD2S0822884,2025-10-24,有效,,400.0,,False,400.0
681,上元坤灵,LC0FD4C49S7117094,2025-10-25,有效,,800.0,,False,800.0
682,上元坤灵,LC0FD4C43S7117026,2025-10-26,有效,车衣,800.0,,False,800.0
683,上元坤灵,LC0F74C45S7120145,2025-10-26,有效,,800.0,,False,800.0
684,上元坤灵,LC0FD1C46S5340574,2025-10-26,有效,,800.0,,False,800.0
685,上元坤灵,LC0FD4C47S7115571,2025-10-26,有效,软包,800.0,,False,800.0
686,上元坤灵,LC0FD4C49S7116866,2025-10-26,有效,软包,800.0,,False,800.0
687,上元坤灵,LC0FD4C47S7117174,2025-10-26,有效,,800.0,,False,800.0
688,上元坤灵,LC0FD4C43S7119682,2025-10-27,有效,,800.0,,False,800.0
689,上元坤灵,LC0FD4C44S7117083,2025-10-27,有效,,800.0,,False,800.0
690,上元坤灵,LC0FD4C45S7117061,2025-10-27,有效,,800.0,,False,800.0
691,上元坤灵,LC0FD4C40S7077133,2025-10-27,有效,,800.0,,False,800.0
692,上元坤灵,LC0FD4C49S7117189,2025-10-27,有效,软包,800.0,,False,800.0
693,上元坤灵,LC0FD4C45S7119666,2025-10-27,有效,,800.0,,False,800.0
694,上元坤灵,LC0FD4C47S7082488,2025-10-27,有效,,800.0,,False,800.0
695,上元坤灵,LC0FD4C49S7116849,2025-10-27,有效,,800.0,,False,800.0
696,上元坤灵,LC0FD4C40S7119686,2025-10-28,有效,,800.0,,False,800.0
697,上元坤灵,LC0F74C44S7117513,2025-10-28,有效,,800.0,,False,800.0
698,上元坤灵,LC0FD4C43S7118418,2025-10-28,有效,,800.0,,False,800.0
699,上元坤灵,LC0F74C45S7120212,2025-10-28,有效,,800.0,,False,800.0
700,上元坤灵,LC0FD4C4XS7117198,2025-10-28,有效,,800.0,,False,800.0
701,上元坤灵,LC0FD4C45S7123300,2025-10-28,有效,,800.0,,False,800.0
702,上元坤灵,LC0FD4C46S7116761,2025-10-28,有效,,800.0,,False,800.0
703,上元坤灵,LC0FD4C43S7118077,2025-10-28,有效,,800.0,,False,800.0
704,上元坤灵,LC0FD4C41S7118403,2025-10-29,有效,,800.0,,False,800.0
705,上元坤灵,LC0FD4C49S7118150,2025-10-29,有效,,800.0,,False,800.0
706,上元坤灵,LC0FD4C48S7123226,2025-10-29,有效,,800.0,,False,800.0
707,上元坤灵,LC0FD4C48S7118074,2025-10-29,有效,,800.0,,False,800.0
708,上元坤灵,LC0FD4C48S7118091,2025-10-29,有效,,800.0,,False,800.0
709,上元坤灵,LC0FD4C40S7117212,2025-10-29,有效,,800.0,,False,800.0
710,上元坤灵,LC0FD4C44S7117133,2025-10-29,有效,,800.0,,False,800.0
711,上元坤灵,LC0FD4C45S7116864,2025-10-29,有效,,800.0,,False,800.0
712,上元坤灵,LC0FD4C40S7119705,2025-10-30,有效,,800.0,,False,800.0
713,上元坤灵,LC0FD4C45S7117139,2025-10-30,有效,软包,800.0,,False,800.0
714,上元坤灵,LC0FD4C48S7117054,2025-10-30,有效,车衣,800.0,,False,800.0
715,上元坤灵,LC0FD4C47S7115666,2025-10-30,有效,,800.0,,False,800.0
716,上元坤灵,LC0FD4C4XS7121266,2025-10-30,有效,,800.0,,False,800.0
717,上元坤灵,LC0FD4C48S7116244,2025-10-30,有效,,800.0,,False,800.0
718,上元坤灵,LC0FD4C44S7122557,2025-10-30,有效,,800.0,,False,800.0
719,上元坤灵,LC0FD4C45S7116895,2025-10-30,有效,,800.0,,False,800.0
720,上元坤灵,LC0FD4C42S7123285,2025-10-30,有效,,800.0,,False,800.0
721,上元坤灵,LC0FD4C45S7079444,2025-10-30,有效,,800.0,,False,800.0
722,上元坤灵,LC0FD4C40S7123365,2025-10-30,有效,,800.0,,False,800.0
723,上元坤灵,LC0FD4C47S7116543,2025-10-30,有效,,800.0,,False,800.0
724,上元坤灵,LC0FD4C48S7118172,2025-10-30,有效,,800.0,,False,800.0
725,上元坤灵,LC0FD4C46S7123399,2025-10-31,有效,,800.0,,False,800.0
726,上元坤灵,LC0FD4C47S7116459,2025-10-31,有效,车衣,800.0,,False,800.0
727,上元坤灵,LC0FD4C44S7121599,2025-10-31,有效,,800.0,,False,800.0
728,上元坤灵,LGXFH4CB0S0823802,2025-10-31,有效,,400.0,,False,400.0
729,上元坤灵,LC0FD4C42S7121231,2025-10-31,有效,,800.0,,False,800.0
730,上元坤灵,LC0FD4C46S7123290,2025-10-31,有效,,800.0,,False,800.0
731,上元坤灵,LC0F74C46S7119392,2025-10-31,有效,车衣,800.0,,False,800.0
732,上元坤灵,LC0FD4C41S7118143,2025-10-31,有效,,800.0,,False,800.0
733,上元坤灵,LC0FD4C48S7116891,2025-10-31,有效,,800.0,,False,800.0
734,上元坤灵,LC0FD1C41S5365303,2025-10-31,有效,,800.0,,False,800.0
735,上元坤灵,LC0F74C47S7119921,2025-10-31,有效,,800.0,,False,800.0
736,上元坤灵,LC0F74C4XS7115166,2025-10-31,有效,,800.0,,False,800.0
737,上元坤灵,LC0FD4C49S7120111,2025-10-31,有效,车衣,800.0,,False,800.0
738,上元坤灵,LC0FD4C41S7118157,2025-10-31,有效,,800.0,,False,800.0
739,上元坤灵,LC0FD4C49S7123266,2025-10-31,有效,软包,800.0,,False,800.0
740,上元坤灵,LC0FD4C46S7116839,2025-11-01,有效,,800.0,,False,800.0
741,上元坤灵,LC0FD4C43S7123215,2025-11-03,有效,,800.0,,False,800.0
742,上元坤灵,LC0FD4C43S7116815,2025-11-03,有效,,800.0,,False,800.0
743,上元坤灵,LC0FD4C43S7118113,2025-11-03,有效,,800.0,,False,800.0
744,上元坤灵,LC0F74C43S7118359,2025-11-04,有效,,800.0,,False,800.0
745,上元坤灵,LGXFF4CD8S0641269,2025-11-05,有效,,400.0,,False,400.0
746,上元坤灵,LGXFH4CB4S0905404,2025-11-05,有效,,400.0,,False,400.0
747,上元坤灵,LC0F74C43S7115252,2025-11-06,有效,,800.0,,False,800.0
748,上元坤灵,LC0F74C49S7121900,2025-11-06,有效,,800.0,,False,800.0
749,上元坤灵,LC0F74C46S7132496,2025-11-06,有效,,800.0,,False,800.0
750,上元坤灵,LC0FD4C44S7130478,2025-11-07,有效,,800.0,,False,800.0
751,上元坤灵,LC0F74C46S7132336,2025-11-07,有效,,800.0,,False,800.0
752,上元坤灵,LC0F74C49S7132590,2025-11-08,有效,,800.0,,False,800.0
753,上元坤灵,LC0F74C45S7128763,2025-11-09,有效,,800.0,,False,800.0
754,上元坤灵,LC0FD1C44S5390714,2025-11-09,有效,挡泥板,800.0,,False,800.0
755,上元坤灵,LC0FD4C43S7132867,2025-11-09,有效,,800.0,,False,800.0
756,上元坤灵,LC0FD4C40S7116206,2025-11-10,有效,,800.0,,False,800.0
757,上元坤灵,LC0F74C48S7129583,2025-11-11,有效,,800.0,,False,800.0
758,上元坤灵,LC0FD1C46S5386647,2025-11-11,有效,,800.0,,False,800.0
759,上元坤灵,LC0FD4C44S7116189,2025-11-12,有效,,800.0,,False,800.0
760,上元坤灵,LC0FD4C41S7136254,2025-11-12,有效,,800.0,,False,800.0
761,上元坤灵,LC0F74C41S7130008,2025-11-12,有效,,800.0,,False,800.0
762,上元坤灵,LC0FD1C40S5406102,2025-11-12,有效,,800.0,,False,800.0
763,上元坤灵,LC0FD4C42S7138028,2025-11-13,有效,,800.0,,False,800.0
764,上元坤灵,LC0FD4C46S7138193,2025-11-13,有效,,800.0,,False,800.0
765,上元坤灵,LC0F74C46S7132448,2025-11-13,有效,,800.0,,False,800.0
766,上元坤灵,LC0FD4C45S7141294,2025-11-15,有效,,800.0,,False,800.0
767,上元坤灵,LC0F74C43S7134822,2025-11-15,有效,,800.0,,False,800.0
768,上元坤灵,LC0FD4C4XS7141081,2025-11-16,有效,,800.0,,False,800.0
769,上元坤灵,LC0FD4C47S7117028,2025-11-16,有效,,800.0,,False,800.0
770,上元坤灵,LC0FD1C4XS5390572,2025-11-16,有效,,800.0,,False,800.0
771,上元坤灵,LC0FD4C42S7143066,2025-11-16,有效,,800.0,,False,800.0
772,上元坤灵,LC0FD4C44S7143229,2025-11-16,有效,,800.0,,False,800.0
773,上元坤灵,LC0F74C48S7129020,2025-11-16,有效,,800.0,,False,800.0
774,上元坤灵,LC0FD4C40S7138383,2025-11-16,有效,,800.0,,False,800.0
775,上元坤灵,LC0FD4C47S7086315,2025-11-16,有效,,800.0,,False,800.0
776,上元坤灵,LC0FD4C45S7138217,2025-11-16,有效,,800.0,,False,800.0
777,上元坤灵,LC0FD4C42S7141222,2025-11-16,有效,,800.0,,False,800.0
778,上元坤灵,LC0F74C4XS7134817,2025-11-17,有效,,800.0,,False,800.0
779,上元坤灵,LC0FD4C44S7092525,2025-11-17,有效,,800.0,,False,800.0
780,上元坤灵,LC0F74C40S7132509,2025-11-17,有效,,800.0,,False,800.0
781,上元坤灵,LC0FD4C46S7140297,2025-11-18,有效,,800.0,,False,800.0
782,上元坤灵,LC0FD4C42S7138188,2025-11-18,有效,,800.0,,False,800.0
783,上元坤灵,LC0F74C4XS7116267,2025-11-18,有效,,800.0,,False,800.0
784,上元坤灵,LC0FD4C43S7141276,2025-11-18,有效,,800.0,,False,800.0
785,上元坤灵,LC0F74C41S7143793,2025-11-19,有效,,800.0,,False,800.0
786,上元坤灵,LC0FD4C4XS7140903,2025-11-19,有效,,800.0,,False,800.0
787,上元坤灵,LC0FD1C41S5419683,2025-11-19,有效,,800.0,,False,800.0
788,上元坤灵,LC0F74C40S7132929,2025-11-20,有效,,800.0,,False,800.0
789,上元坤灵,LC0FD1C48S5414481,2025-11-20,有效,,800.0,,False,800.0
790,上元坤灵,LC0FD1C43S5357753,2025-11-20,有效,,800.0,,False,800.0
791,上元坤灵,LC0FD1C40S5419576,2025-11-20,有效,,800.0,,False,800.0
792,上元坤灵,LC0FD1C40S5365177,2025-11-20,有效,,800.0,,False,800.0
793,上元坤灵,LC0FD4C48S7138065,2025-11-21,有效,,800.0,,False,800.0
794,上元坤灵,LC0F74C47S7121524,2025-11-21,有效,,800.0,,False,800.0
795,上元坤灵,LC0FD1C40S5434949,2025-11-22,有效,,800.0,,False,800.0
796,上元坤灵,LC0FD1C40S5434871,2025-11-22,有效,,800.0,,False,800.0
797,上元坤灵,LC0FD4C41S7156021,2025-11-22,有效,,800.0,,False,800.0
798,上元坤灵,LC0FD4C40S7152509,2025-11-23,有效,,800.0,,False,800.0
799,上元坤灵,LC0F74C46S7112944,2025-11-24,有效,,800.0,,False,800.0
800,上元坤灵,LC0FD4C49S7152167,2025-11-25,有效,,800.0,,False,800.0
801,上元坤灵,LGXFH4CB2S0823736,2025-11-25,有效,,400.0,,False,400.0
802,上元坤灵,LC0FD4C46S7141904,2025-11-26,有效,,800.0,,False,800.0
803,上元坤灵,LC0FD4C42S7157551,2025-11-26,有效,,800.0,,False,800.0
804,上元坤灵,LC0FD4C49S7149110,2025-11-26,有效,,800.0,,False,800.0
805,上元坤灵,LC0FD4C44S7157714,2025-11-27,有效,,800.0,,False,800.0
806,上元坤灵,LC0FD4C45S7153526,2025-11-27,有效,,800.0,,False,800.0
807,上元坤灵,LC0FD1C49S5434822,2025-11-27,有效,,800.0,,False,800.0
808,上元坤灵,LC0FD4C45S7155941,2025-11-28,有效,,800.0,,False,800.0
809,上元坤灵,LC0FD4C42S7157307,2025-11-28,有效,,800.0,,False,800.0
810,上元坤灵,LC0FD4C42S7156092,2025-11-28,有效,,800.0,,False,800.0
811,上元坤灵,LC0FD4C42S7145836,2025-11-28,有效,,800.0,,False,800.0
812,上元坤灵,LC0FD4C43S7143111,2025-11-28,有效,,800.0,,False,800.0
813,上元坤灵,LC0FD4C42S7152477,2025-11-28,有效,,800.0,,False,800.0
814,上元坤灵,LC0FD4C44S7159382,2025-11-28,有效,,0.0,,False,0.0
815,上元坤灵,LC0FD1C41S5409767,2025-11-28,有效,,800.0,,False,800.0
816,上元坤灵,LC0FD4C46S7187586,2025-11-29,有效,,0.0,,False,0.0
817,上元坤灵,LC0FD4C4XS7138455,2025-11-29,有效,,800.0,,False,800.0
818,上元坤灵,LC0FD4C45S7157897,2025-11-29,有效,,800.0,,False,800.0
819,上元坤灵,LC0F74C40S7162464,2025-11-29,有效,,800.0,,False,800.0
820,上元坤灵,LC0FD1C40S5423661,2025-11-29,有效,,800.0,,False,800.0
821,上元坤灵,LC0FD4C41S7167987,2025-11-30,有效,,800.0,,False,800.0
822,上元坤灵,LC0FD4C40S7167124,2025-11-30,有效,,800.0,,False,800.0
823,上元坤灵,LC0FD4C46S7148755,2025-11-30,有效,,800.0,,False,800.0
824,上元坤灵,LC0FD4C44S7152545,2025-11-30,有效,,800.0,,False,800.0
825,上元坤灵,LC0FD4C42S7171028,2025-11-30,有效,,800.0,,False,800.0
826,上元坤灵,LC0FD4C41S7159274,2025-11-30,有效,,800.0,,False,800.0
827,上元坤灵,LC0FD4C48S7152581,2025-11-30,有效,,800.0,,False,800.0
828,上元坤灵,LC0FD4C43S7159258,2025-11-30,有效,,800.0,,False,800.0
829,上元坤灵,LC0FD4C48S7157179,2025-11-30,有效,,800.0,,False,800.0
830,上元坤灵,LC0FD4C49S7167929,2025-11-30,有效,,800.0,,False,800.0
831,上元坤灵,LGXFF4CD3S0920581,2025-12-01,有效,,400.0,,False,400.0
832,上元坤灵,LC0FD4C40S7110762,2025-12-02,有效,,800.0,,False,800.0
833,上元坤灵,LGXFH4CB5S0896860,2025-12-02,有效,,400.0,,False,400.0
834,上元坤灵,LC0FD4C43S7162015,2025-12-02,有效,,800.0,,False,800.0
835,上元坤灵,LC0FD4C49S7168143,2025-12-02,有效,,800.0,,False,800.0
836,上元坤灵,LC0F74C40S7166143,2025-12-02,有效,,800.0,,False,800.0
837,上元坤灵,LC0FD4C41S7167911,2025-12-02,有效,,800.0,,False,800.0
838,上元坤灵,LC0FD4C42S7152575,2025-12-02,有效,,800.0,,False,800.0
839,上元坤灵,LC0FD1C44S5429155,2025-12-02,有效,,800.0,,False,800.0
840,上元坤灵,LC0FD4C49S7167879,2025-12-04,有效,,800.0,,False,800.0
841,上元坤灵,LC0FD4C45S7159875,2025-12-04,有效,,800.0,,False,800.0
842,上元坤灵,LC0FD1C45S5440861,2025-12-04,有效,,800.0,,False,800.0
843,上元坤灵,LGXFH4CB2S0911525,2025-12-04,有效,,400.0,,False,400.0
844,上元坤灵,LC0FD1C4XS5429211,2025-12-04,有效,,800.0,,False,800.0
845,上元坤灵,LC0FD4C44S7167112,2025-12-04,有效,,800.0,,False,800.0
846,上元坤灵,LC0F74C41S7166023,2025-12-04,有效,,800.0,,False,800.0
847,上元坤灵,LC0F74C43S7165973,2025-12-04,有效,,800.0,,False,800.0
848,上元坤灵,LC0F74C42S7162496,2025-12-04,有效,,800.0,,False,800.0
849,上元坤灵,LGXFH4CB5S0855628,2025-12-04,有效,,400.0,,False,400.0
850,上元坤灵,LC0FD4C41S7172008,2025-12-05,有效,,800.0,,False,800.0
851,上元坤灵,LC0FD4C44S7167790,2025-12-05,有效,,800.0,,False,800.0
852,上元坤灵,LC0F74C44S7166095,2025-12-05,有效,,800.0,,False,800.0
853,上元坤灵,LC0FD4C43S7179042,2025-12-06,有效,,800.0,,False,800.0
854,上元坤灵,LC0FD4C4XS7179068,2025-12-07,有效,,800.0,,False,800.0
855,上元坤灵,LC0FD4C45S7167104,2025-12-07,有效,,800.0,,False,800.0
856,上元坤灵,LGXFF4CD5S0822751,2025-12-07,有效,,400.0,,False,400.0
857,上元坤灵,LC0FD4C42S7156187,2025-12-07,有效,,800.0,,False,800.0
858,上元坤灵,LC0F74C46S7177597,2025-12-07,有效,,800.0,,False,800.0
859,上元坤灵,LC0FD4C45S7173730,2025-12-07,有效,,800.0,,False,800.0
860,上元坤灵,LC0FD4C47S7171946,2025-12-07,有效,,800.0,,False,800.0
861,上元坤灵,LC0FD4C46S7176944,2025-12-07,有效,,800.0,,False,800.0
862,上元坤灵,LC0FD1C43S5365223,2025-12-07,有效,,800.0,,False,800.0
863,上元坤灵,LC0FD4C44S7174237,2025-12-08,有效,,800.0,,False,800.0
864,上元坤灵,LC0FD4C49S7159362,2025-12-08,有效,,800.0,,False,800.0
865,上元坤灵,LC0FD1C41S5455809,2025-12-08,有效,,800.0,,False,800.0
866,上元坤灵,LC0F74C43S7182160,2025-12-09,有效,,800.0,,False,800.0
867,上元坤灵,LC0FD4C47S7174264,2025-12-09,有效,,800.0,,False,800.0
868,上元坤灵,LC0F74C45S7159446,2025-12-09,有效,,800.0,,False,800.0
869,上元坤灵,LC0FD4C46S7168035,2025-12-09,有效,,800.0,,False,800.0
870,上元坤灵,LGXFH4CB8S0841884,2025-12-10,有效,,400.0,,False,400.0
871,上元坤灵,LC0FD4C4XS7179023,2025-12-10,有效,,800.0,,False,800.0
872,上元坤灵,LGXFH4CB1S0823792,2025-12-10,有效,,400.0,,False,400.0
873,上元坤灵,LC0F74C40S7177546,2025-12-10,有效,,800.0,,False,800.0
874,上元坤灵,LC0FD4C46S7174871,2025-12-11,有效,,800.0,,False,800.0
875,上元坤灵,LC0FD4C46S7157505,2025-12-11,有效,,800.0,,False,800.0
876,上元坤灵,LC0FD4C44S7156238,2025-12-11,有效,,800.0,,False,800.0
877,上元坤灵,LC0FD4C42S7151426,2025-12-11,有效,,800.0,,False,800.0
878,上元坤灵,LC0FD4C42S7173717,2025-12-11,有效,,800.0,,False,800.0
879,上元坤灵,LGXFH4CB4S0888927,2025-12-11,有效,,400.0,,False,400.0
880,上元坤灵,LC0FD4C47S7173812,2025-12-11,有效,,800.0,,False,800.0
881,上元坤灵,LC0F74C49S7182177,2025-12-12,有效,,400.0,,False,400.0
882,上元坤灵,LC0FD4C40S7187731,2025-12-12,有效,,800.0,,False,800.0
883,上元坤灵,LC0FD4C4XS7174372,2025-12-12,有效,,800.0,,False,800.0
884,上元坤灵,LC0FD4C41S7187835,2025-12-12,有效,,800.0,,False,800.0
885,上元坤灵,LC0FD4C42S7180327,2025-12-12,有效,,800.0,,False,800.0
886,上元坤灵,LC0FD4C41S7187608,2025-12-13,有效,,800.0,,False,800.0
887,上元坤灵,LC0FD4C42S7187665,2025-12-14,有效,,800.0,,False,800.0
888,上元坤灵,LC0FD4C47S7187886,2025-12-14,有效,,800.0,,False,800.0
889,上元坤灵,LGXFF4CD2S0927943,2025-12-14,有效,,400.0,,False,400.0
890,上元坤灵,LC0FD4C4XS7179152,2025-12-14,有效,,800.0,,False,800.0
891,上元坤灵,LC0FD1C43S5431298,2025-12-14,有效,,800.0,,False,800.0
892,上元坤灵,LC0FD4C48S7187704,2025-12-14,有效,,800.0,,False,800.0
893,上元坤灵,LC0F74C46S7173226,2025-12-14,有效,,800.0,,False,800.0
894,上元坤灵,LC0FD4C42S7171952,2025-12-15,有效,,800.0,,False,800.0
895,上元坤灵,LC0FD4C44S7187599,2025-12-15,有效,,800.0,,False,800.0
896,上元坤灵,LC0FD4C44S7173587,2025-12-15,有效,,800.0,,False,800.0
897,上元坤灵,LGXFH4CB9S0882007,2025-12-15,有效,,400.0,,False,400.0
898,上元坤灵,LC0FD4C44S7184315,2025-12-15,有效,,800.0,,False,800.0
899,上元坤灵,LC0F74C47S7182145,2025-12-15,有效,,800.0,,False,800.0
900,上元坤灵,LGXFH4CB8S0905213,2025-12-15,有效,,400.0,,False,400.0
901,上元坤灵,LC0F74C49S7159580,2025-12-15,有效,,800.0,,False,800.0
902,上元坤灵,LC0FD1C45S5398885,2025-12-15,有效,,800.0,,False,800.0
903,上元坤灵,LC0FD1C41S5457270,2025-12-15,有效,,800.0,,False,800.0
904,上元坤灵,LC0FD4C49S7190918,2025-12-16,有效,,800.0,,False,800.0
905,上元坤灵,LC0FD1C44S5400044,2025-12-16,有效,,800.0,,False,800.0
906,上元坤灵,LC0F74C40S7190586,2025-12-16,有效,,800.0,,False,800.0
907,上元坤灵,LC0F74C44S7191059,2025-12-16,有效,,800.0,,False,800.0
908,上元坤灵,LC0F74C49S7191204,2025-12-16,有效,,800.0,,False,800.0
909,上元坤灵,LC0FD4C44S7187733,2025-12-17,有效,,800.0,,False,800.0
910,上元坤灵,LC0FD4C49S7156980,2025-12-17,有效,,800.0,,False,800.0
911,上元坤灵,LC0FD4C49S7173701,2025-12-17,有效,,800.0,,False,800.0
912,上元坤灵,LC0FD4C43S7182443,2025-12-18,有效,,800.0,,False,800.0
913,上元坤灵,LC0FD4C40S7189320,2025-12-18,有效,,800.0,,False,800.0
914,上元坤灵,LC0FD4C44S7197047,2025-12-18,有效,,800.0,,False,800.0
915,上元坤灵,LC0F74C41S7194632,2025-12-18,有效,,800.0,,False,800.0
916,上元坤灵,LC0F74C45S7194634,2025-12-18,有效,,800.0,,False,800.0
917,上元坤灵,LC0FD4C40S7187812,2025-12-09,有效,,800.0,,False,800.0
918,上元坤灵,LC0FD4C42S7197080,2025-12-20,有效,,800.0,,False,800.0
919,上元坤灵,LC0FD1C44S5446439,2025-12-20,有效,,800.0,,False,800.0
920,上元坤灵,LC0F74C48S7198418,2025-12-20,有效,,800.0,,False,800.0
921,上元坤灵,LC0FD4C4XS7197098,2025-12-20,有效,,800.0,,False,800.0
922,上元坤灵,LC0FD4C45S7193086,2025-12-20,有效,,800.0,,False,800.0
923,上元坤灵,LC0FD4C49S7186626,2025-12-21,有效,,800.0,,False,800.0
924,上元坤灵,LC0F74C40S7198476,2025-12-21,有效,,800.0,,False,800.0
925,上元坤灵,LC0FD4C45S7190009,2025-12-21,有效,,800.0,,False,800.0
926,上元坤灵,LC0F74C43S7194213,2025-12-21,有效,,800.0,,False,800.0
927,上元坤灵,LC0FD4C44S7187814,2025-12-21,有效,,800.0,,False,800.0
928,上元坤灵,LC0FD4C40S7187745,2025-12-21,有效,,800.0,,False,800.0
929,上元坤灵,LC0FD4C41S7200227,2025-12-21,有效,,800.0,,False,800.0
930,上元坤灵,LC0F74C45S7194603,2025-12-21,有效,,800.0,,False,800.0
931,上元坤灵,LC0FD1C44S5463564,2025-12-22,有效,,800.0,,False,800.0
932,上元坤灵,LC0F74C49S7200029,2025-12-22,有效,,800.0,,False,800.0
933,上元坤灵,LC0FD4C42S7198794,2025-12-22,有效,,800.0,,False,800.0
934,上元坤灵,LC0F74C43S7194678,2025-12-22,有效,,800.0,,False,800.0
935,上元坤灵,LC0FD1C43S5434816,2025-12-22,有效,,800.0,,False,800.0
936,上元坤灵,LC0FD4C46S7186664,2025-12-22,有效,,800.0,,False,800.0
937,上元坤灵,LC0FD4C48S7200631,2025-12-22,有效,,800.0,,False,800.0
938,上元坤灵,LC0FD4C46S7187779,2025-12-22,有效,,800.0,,False,800.0
939,上元坤灵,LC0FD4C42S7203878,2025-12-22,有效,,800.0,,False,800.0
940,上元坤灵,LC0FD4C49S7197061,2025-12-23,有效,,800.0,,False,800.0
941,上元坤灵,LC0F74C43S7190694,2025-12-23,有效,,800.0,,False,800.0
942,上元坤灵,LC0FD1C43S5471249,2025-12-23,有效,,800.0,,False,800.0
943,上元坤灵,LC0FD4C46S7201292,2025-12-23,有效,,800.0,,False,800.0
944,上元坤灵,LC0FD1C40S5479826,2025-12-23,有效,,800.0,,False,800.0
945,上元坤灵,LC0FD4C41S7202494,2025-12-23,有效,,800.0,,False,800.0
946,上元坤灵,LC0FD4C48S7161524,2025-12-24,有效,,800.0,,False,800.0
947,上元坤灵,LC0FD4C47S7199519,2025-12-24,有效,,800.0,,False,800.0
948,上元坤灵,LC0FD4C4XS7205619,2025-12-24,有效,,800.0,,False,800.0
949,上元坤灵,LC0FD4C45S7196974,2025-12-24,有效,,800.0,,False,800.0
950,上元坤灵,LC0FD4C46S7198796,2025-12-24,有效,,800.0,,False,800.0
951,上元坤灵,LC0F74C41S7202177,2025-12-24,有效,,800.0,,False,800.0
952,上元坤灵,LC0FD4C44S7196318,2025-12-24,有效,,800.0,,False,800.0
953,上元坤灵,LC0FD4C44S7196108,2025-12-25,有效,,800.0,,False,800.0
954,上元坤灵,LC0FD1C43S5468609,2025-12-25,有效,,800.0,,False,800.0
955,上元坤灵,LC0F74C40S7209122,2025-12-25,有效,,800.0,,False,800.0
956,上元坤灵,LC0FD4C44S7181785,2025-12-25,有效,,800.0,,False,800.0
957,上元坤灵,LC0F74C45S7205566,2025-12-25,有效,,800.0,,False,800.0
958,上元坤灵,LGXFH4CB8S0896870,2025-12-25,有效,,400.0,,False,400.0
959,上元坤灵,LC0FD4C47S7209403,2025-12-25,有效,,800.0,,False,800.0
960,上元坤灵,LC0FD4C43S7203937,2025-12-25,有效,,800.0,,False,800.0
961,上元坤灵,LC0FD4C44S7202408,2025-12-25,有效,,800.0,,False,800.0
962,上元坤灵,LC0FD4C40S7208223,2025-12-26,有效,,800.0,,False,800.0
963,上元坤灵,LC0FD4C46S7208713,2025-12-26,有效,,800.0,,False,800.0
964,上元坤灵,LC0FD4C46S7208498,2025-12-27,有效,,800.0,,False,800.0
965,上元坤灵,LC0FD1C43S5468688,2025-12-27,有效,,800.0,,False,800.0
966,上元坤灵,LC0FD4C4XS7208102,2025-12-27,有效,,800.0,,False,800.0
967,上元坤灵,LC0F74C47S7200093,2025-12-28,有效,,800.0,,False,800.0
968,上元坤灵,LC0FD4C43S7214551,2025-12-28,有效,,800.0,,False,800.0
969,上元坤灵,LC0FD4C41S7206271,2025-12-28,有效,,800.0,,False,800.0
970,上元坤灵,LGXFF4CD4S0936045,2025-12-28,有效,,400.0,,False,400.0
